transaction_id,timestamp,sender_account,receiver_account,amount,currency,sender_country,receiver_country,transaction_type,channel
TXN0042011,2025-11-09 15:20:23,ACC100095,ACC102880,193.61,GBP,France,Germany,payment,card_payment
TXN0016357,2025-01-28 09:07:29,ACC102147,ACC100839,1254.84,GBP,France,Australia,deposit,card_payment
TXN0005466,2025-04-15 18:35:31,ACC101171,ACC101183,187.58,GBP,Australia,Netherlands,payment,atm_withdrawal
TXN0051787,2025-12-11 01:18:47,ACC100515,ACC102557,409.19,GBP,Germany,Spain,deposit,wire_transfer
TXN0009183,2025-12-17 02:28:29,ACC100254,ACC102756,511.68,GBP,Canada,United States,payment,wire_transfer
TXN0047422,2025-07-23 22:17:46,ACC102986,ACC101444,130.95,GBP,Germany,Australia,transfer,mobile_app
TXN0049676,2025-02-07 18:03:04,ACC100071,ACC102675,64.75,GBP,Netherlands,Germany,payment,atm_withdrawal
TXN0055242,2025-08-13 13:30:49,ACC100667,ACC100513,202.39,GBP,Australia,Australia,withdrawal,atm_withdrawal
TXN0019308,2025-02-14 14:54:05,ACC100940,ACC101731,429.07,GBP,United Kingdom,Germany,withdrawal,card_payment
TXN0010583,2025-09-01 08:40:27,ACC100278,ACC100310,1289.64,GBP,Netherlands,France,transfer,atm_withdrawal
TXN0051369,30/01/2025 20:19,ACC100251,ACC101133,470.52,GBP,Netherlands,Spain,deposit,wire_transfer
TXN0045414,2025-06-19 14:07:25,ACC102076,ACC100977,1249.77,GBP,Spain,Australia,transfer,mobile_app
TXN0013720,2025-04-30 02:00:29,ACC101802,ACC101041,420.78,GBP,Ireland,Ireland,payment,mobile_app
TXN0034276,2025-02-21 15:52:48,ACC100085,ACC100233,502.93,GBP,U.K.,Cyprus,withdrawal,mobile_app
TXN0034292,2025-03-27 10:51:58,ACC100484,ACC101312,179.6,GBP,Canada,Spain,deposit,online_transfer
TXN0017163,2025-12-09 16:31:36,ACC100641,ACC102824,596.36,GBP,Spain,Ireland,deposit,card_payment
TXN0008466,2025-05-04 21:37:11,ACC101837,ACC101992,397.2,GBP,Netherlands,United Kingdom,payment,online_transfer
TXN0056131,2025-10-14 00:57:52,ACC100179,ACC102812,369.1,GBP,France,Malta,deposit,card_payment
TXN0028736,20/12/2025 19:34,ACC102248,ACC100379,285.91,GBP,Canada,Cyprus,deposit,online_transfer
TXN0027820,2025-05-03 18:52:18,ACC101626,ACC102444,246.53,GBP,Canada,Canada,deposit,wire_transfer
TXN0013013,2025-04-08 10:44:21,ACC101484,ACC101454,286.03,GBP,France,Netherlands,transfer,card_payment
TXN0026516,2025-11-08 02:29:51,ACC101176,ACC102114,259.21,GBP,Netherlands,Spain,payment,wire_transfer
TXN0049125,2025-02-18 10:43:20,ACC102931,ACC101982,177.13,GBP,Spain,Canada,payment,atm_withdrawal
TXN0020570,2025-04-12 16:10:43,ACC102557,ACC102893,168.8,GBP,Spain,Australia,deposit,mobile_app
TXN0039078,2025-12-04 22:34:43,ACC100378,ACC101913,125.3,GBP,Seychelles,Ireland,transfer,card_payment
TXN0036488,12/01/2025 04:15,ACC100473,ACC100125,127.49,GBP,Germany,Spain,payment,mobile_app
TXN0024149,2025-03-13 12:03:31,ACC102066,ACC102484,209.48,GBP,Australia,Canada,transfer,wire_transfer
TXN0034575,2025-10-23 12:33:09,ACC102881,ACC100515,132.29,GBP,Germany,Germany,transfer,card_payment
TXN0040320,2025-07-24 12:24:30,ACC102115,ACC101598,184.32,GBP,United Kingdom,Ireland,deposit,atm_withdrawal
TXN0022681,2025-02-10 21:02:50,ACC100760,ACC101117,729.91,GBP,Netherlands,Ireland,transfer,online_transfer
TXN0059229,2025-12-26 05:21:31,ACC101965,ACC100253,176.61,GBP,United Kingdom,Canada,deposit,wire_transfer
TXN0034471,2025-02-06 02:17:46,ACC100998,ACC100349,407.36,GBP,United Kingdom,Malta,withdrawal,online_transfer
TXN0056539,2025-06-13 03:03:03,ACC100369,ACC100676,67.61,GBP,Spain,United States,transfer,wire_transfer
TXN0002574,04/04/2025 01:15,ACC102663,ACC101267,337.26,GBP,Spain,Australia,payment,mobile_app
TXN0058029,2025-07-23 22:02:35,ACC102021,ACC101940,160.21,GBP,Ireland,Germany,deposit,mobile_app
TXN0049789,2025-11-15 05:01:30,ACC100343,ACC100974,223.48,GBP,United States,Canada,payment,atm_withdrawal
TXN0058652,2025-07-29 18:49:38,ACC101043,ACC101881,290.57,GBP,United States,Ireland,withdrawal,card_payment
TXN0014168,2025-11-13 05:28:32,ACC101668,ACC102186,1485.43,GBP,Netherlands,Germany,withdrawal,mobile_app
TXN0040422,2025-10-14 16:47:08,ACC100326,ACC102808,619.26,GBP,Ireland,United Kingdom,deposit,online_transfer
TXN0040807,2025-03-21 12:36:11,ACC100313,ACC102730,724.41,GBP,,Germany,withdrawal,
TXN0014054,2025-02-11 15:09:29,ACC100982,ACC101190,239.14,GBP,Canada,USA,deposit,online_transfer
TXN0033358,2025-07-19 18:03:50,ACC102696,ACC101089,1146.6,GBP,Ireland,France,transfer,atm_withdrawal
TXN0015943,2025-12-10 21:26:33,ACC101756,ACC100478,523.04,GBP,Canada,Canada,withdrawal,atm_withdrawal
TXN0058912,2025-09-07 13:57:48,ACC101230,ACC102622,51.93,GBP,United Kingdom,Cayman Islands,transfer,mobile_app
TXN0008383,2025-06-03 04:19:46,ACC101529,ACC102594,871.61,GBP,France,Netherlands,withdrawal,wire_transfer
TXN0045963,2025-05-28 12:18:18,ACC101079,ACC102222,513.34,GBP,United States,Netherlands,deposit,mobile_app
TXN0023969,2025-04-09 04:23:43,ACC101371,ACC102455,238.36,GBP,France,Canada,deposit,wire_transfer
TXN0042168,2025-05-11 12:35:29,ACC101643,ACC100998,152.18,GBP,France,United Kingdom,payment,card_payment
TXN0033670,2025-02-16 12:51:46,ACC100597,ACC102835,470.72,GBP,Australia,Spain,transfer,atm_withdrawal
TXN0010193,2025-10-10 22:10:01,ACC100579,ACC101584,937.84,GBP,Ireland,Seychelles,deposit,mobile_app
TXN0035101,2025-05-01 17:51:17,ACC100543,ACC102330,1083.32,GBP,France,Australia,deposit,atm_withdrawal
TXN0000431,2025-08-15 19:38:26,ACC102311,ACC101799,667.47,GBP,France,France,transfer,mobile_app
TXN0012933,2025-04-17 06:30:03,ACC100147,ACC101840,133.35,GBP,Netherlands,United Kingdom,deposit,mobile_app
TXN0016625,2025-07-16 20:05:42,ACC102896,ACC101464,736.94,GBP,United Kingdom,Ireland,withdrawal,atm_withdrawal
TXN0013709,2025-03-12 20:53:58,ACC100992,ACC100419,157.28,GBP,United States,U.K.,deposit,card_payment
TXN0012123,2025-02-08 12:55:23,ACC100139,ACC101637,309.93,GBP,Canada,Netherlands,withdrawal,mobile_app
TXN0000273,2025-09-07 16:43:22,ACC100814,ACC102479,110.36,GBP,United States,Spain,deposit,card_payment
TXN0031475,2025-04-02 04:34:17,ACC101500,ACC101374,246.09,GBP,United Kingdom,United States,deposit,wire_transfer
TXN0016839,2025-10-02 08:07:02,ACC101034,ACC100380,150.55,GBP,Malta,Ireland,transfer,card_payment
TXN0032513,2025-03-20 08:20:39,ACC102270,ACC101515,109.68,GBP,Australia,Spain,deposit,wire_transfer
TXN0038550,2025-09-23 14:18:27,ACC100444,ACC102698,40.82,GBP,France,France,transfer,online_transfer
TXNS00811,2025-07-12 12:47:12,ACC101126,ACC101506,9710.61,GBP,United Kingdom,United Kingdom,transfer,online_transfer
TXN0034981,2025-09-21 10:01:25,ACC100722,ACC102236,1547.12,GBP,Spain,Australia,transfer,card_payment
TXN0025062,01/01/2025 16:46,ACC102343,ACC101781,131.69,GBP,Ireland,United States,payment,mobile_app
TXN0047293,2025-08-07 05:03:29,ACC101152,ACC100646,588.41,GBP,Ireland,Netherlands,deposit,mobile_app
TXN0012551,2025-11-18 17:35:22,ACC101529,ACC101340,263.03,GBP,France,Spain,transfer,card_payment
TXN0050208,2025-07-08 20:45:56,ACC100158,ACC101487,12.74,GBP,Ireland,United Kingdom,transfer,wire_transfer
TXN0023388,2025-03-05 09:55:10,ACC101703,ACC101610,425.19,GBP,United States,France,payment,card_payment
TXN0050246,2025-07-04 10:18:53,ACC101020,ACC101695,133.55,GBP,United States,France,payment,wire_transfer
TXN0002247,2025-11-18 01:47:02,ACC100479,ACC101760,334.63,GBP,uk,uk,withdrawal,wire_transfer
TXN0036705,2025-01-24 02:58:05,ACC101812,ACC100124,115.86,GBP,Germany,Netherlands,transfer,online_transfer
TXN0054180,2025-08-05 08:00:59,ACC101608,ACC101467,66.85,GBP,Ireland,Australia,payment,atm_withdrawal
TXN0017869,2025-09-03 13:13:42,ACC100729,ACC101804,423.3,GBP,Canada,Netherlands,transfer,wire_transfer
TXN0051088,2025-02-17 10:47:43,ACC101546,ACC100239,65.78,GBP,United States,Ireland,deposit,online_transfer
TXN0034138,2025-09-10 20:34:26,ACC100359,ACC100562,2453.23,GBP,United Kingdom,Netherlands,deposit,online_transfer
TXN0028641,2025-07-12 00:34:51,ACC101607,ACC100570,797.31,GBP,Ireland,Malta,payment,wire_transfer
TXN0044699,2025-03-03 03:20:33,ACC101668,ACC100382,564.03,GBP,Netherlands,Cyprus,deposit,atm_withdrawal
TXN0053808,2025-03-15 18:47:29,ACC100946,ACC102988,2571.76,GBP,France,Germany,deposit,mobile_app
TXN0025231,2025-06-26 00:21:07,ACC101193,ACC102183,484.69,GBP,Ireland,Canada,deposit,online_transfer
TXN0001477,01/06/2025 02:49,ACC102909,ACC102896,456.36,GBP,Canada,United Kingdom,deposit,mobile_app
TXN0055844,2025-02-19 17:50:58,ACC102733,ACC102490,755.48,GBP,United States,Ireland,payment,
TXN0023594,2025-06-09 22:23:06,ACC102086,ACC102288,373.37,GBP,Canada,Germany,payment,atm_withdrawal
TXN0012000,2025-03-16 19:02:12,ACC101949,ACC102558,37.04,GBP,Germany,Canada,deposit,card_payment
TXN0032540,2025-03-02 17:57:20,ACC100996,ACC102426,161.68,GBP,Germany,Ireland,transfer,online_transfer
TXN0016853,2025-08-07 22:30:53,ACC100012,ACC101047,1067.87,GBP,Netherlands,Netherlands,withdrawal,online_transfer
TXN0040513,2025-07-05 10:32:45,ACC100567,ACC101814,58.79,GBP,United States,united states,deposit,wire_transfer
TXN0000212,2025-09-17 22:13:39,ACC102978,ACC100260,469.86,GBP,France,Canada,transfer,mobile_app
TXN0041668,2025-03-07 01:34:00,ACC102881,ACC101905,29.56,GBP,Germany,Spain,transfer,mobile_app
TXN0048092,2025-02-09 15:19:38,ACC102855,ACC102013,63.11,GBP,France,Spain,payment,online_transfer
TXN0045700,2025-12-04 22:10:41,ACC100822,ACC102708,599.85,GBP,Netherlands,Germany,withdrawal,wire_transfer
TXN0008480,2025-11-10 18:35:01,ACC100984,ACC102761,136.59,GBP,France,Cayman Islands,withdrawal,mobile_app
TXN0054712,23/11/2025 04:38,ACC102599,ACC101030,546.14,GBP,Seychelles,Canada,deposit,online_transfer
TXN0048187,2025-03-06 15:22:48,ACC102046,ACC100430,130.46,GBP,Ireland,Cyprus,payment,online_transfer
TXN0058979,2025-02-18 06:31:09,ACC100262,ACC100492,243.11,GBP,Netherlands,Spain,payment,atm_withdrawal
TXN0007520,2025-10-22 11:00:19,ACC101049,ACC101981,14.97,GBP,Germany,Germany,transfer,card_payment
TXN0050743,2025-07-06 17:59:40,ACC102382,ACC102502,217.51,GBP,United States,Ireland,withdrawal,online_transfer
TXN0046011,2025-05-31 05:06:26,ACC102489,ACC102974,95.77,GBP,France,Australia,transfer,wire_transfer
TXN0030925,2025-05-03 19:03:28,ACC102425,ACC102197,75.71,GBP,uk,Ireland,transfer,atm_withdrawal
TXN0010609,2025-02-25 20:44:18,ACC100019,ACC102377,141.01,GBP,Spain,France,withdrawal,mobile_app
TXN0020453,2025-08-29 19:25:32,ACC101771,ACC100253,241.83,GBP,France,Canada,withdrawal,atm_withdrawal
TXN0057215,2025-03-23 02:05:45,ACC102344,ACC100253,163.96,GBP,Germany,Canada,payment,card_payment
TXN0018661,2025-07-11 15:03:17,ACC102232,ACC102747,500.97,GBP,United States,Germany,deposit,wire_transfer
TXN0035759,2025-10-24 08:35:27,ACC100181,ACC101458,130.18,GBP,France,United Kingdom,transfer,wire_transfer
TXN0055537,2025-02-11 11:19:17,ACC101575,ACC102825,42.7,GBP,Canada,Netherlands,payment,wire_transfer
TXN0038928,2025-11-04 03:34:40,ACC100498,ACC100074,145.81,GBP,Australia,France,payment,online_transfer
TXN0041972,2025-01-22 18:26:04,ACC100299,ACC100488,167.53,GBP,France,Canada,withdrawal,mobile_app
TXN0002541,2025-04-04 20:15:48,ACC102713,ACC101936,242.63,GBP,Canada,Ireland,transfer,wire_transfer
TXN0054198,2025-02-26 21:37:17,ACC100616,ACC102293,355.49,GBP,Spain,Netherlands,withdrawal,wire_transfer
TXN0041997,2025-06-01 16:18:00,ACC102449,ACC100694,34.94,GBP,US,Germany,deposit,mobile_app
TXN0010371,2025-08-31 08:24:31,ACC101935,ACC101365,245.49,GBP,Australia,Ireland,payment,wire_transfer
TXN0034424,2025-11-05 03:47:21,ACC101288,ACC100107,392.55,GBP,United States,Australia,withdrawal,mobile_app
TXN0051983,2025-08-25 13:34:37,ACC101871,ACC102430,789.53,GBP,France,UK,withdrawal,wire_transfer
TXN0004028,2025-10-10 04:05:22,ACC101342,ACC102264,805.27,GBP,U.K.,United States,transfer,mobile_app
TXN0047106,2025-01-12 17:05:35,ACC101332,ACC100997,693.61,GBP,United Kingdom,united states,withdrawal,online_transfer
TXN0040314,2025-04-07 16:51:34,ACC102376,ACC100344,1465.69,GBP,Canada,Canada,deposit,wire_transfer
TXN0058742,2025-05-31 23:17:26,ACC101333,ACC101515,149.62,GBP,Panama,Spain,transfer,online_transfer
TXN0022793,2025-07-14 19:41:35,ACC100779,ACC101454,203.46,GBP,France,Netherlands,deposit,online_transfer
TXN0023346,13/03/2025 13:18,ACC100636,ACC100474,255.78,GBP,Australia,United States,payment,mobile_app
TXN0044793,2025-12-30 12:41:38,ACC102270,ACC101087,318.53,GBP,Australia,Ireland,withdrawal,mobile_app
TXN0039555,2025-12-22 14:38:35,ACC101105,ACC102909,731.74,GBP,United Kingdom,Canada,deposit,atm_withdrawal
TXN0040679,2025-07-01 01:28:01,ACC101461,ACC100627,44.16,GBP,Germany,United States,deposit,atm_withdrawal
TXN0042345,2025-01-24 01:03:09,ACC100030,ACC102688,668.02,GBP,Netherlands,Ireland,deposit,card_payment
